batch_size,seqlen_q,seqlen_k,standard_ms,localized_ms,speedup,kv_gib_per_layout,owner_batch_counts,owner_tile_counts,owner_wave_counts,localized_theoretical_active_cluster_fraction
8,128,8192,1.6475520133972168,1.7285119891166687,0.9531620398185231,0.0703125,"[4, 4]","[512, 512]","[15, 14]",1.0
16,128,8192,3.327008008956909,3.4512799978256226,0.9639924929455137,0.140625,"[8, 8]","[1024, 1024]","[30, 27]",1.0
32,128,8192,6.763584136962891,6.672304153442383,1.0136804290424042,0.28125,"[15, 17]","[1920, 2176]","[55, 56]",1.0
64,128,8192,13.397416114807129,13.437880039215088,0.9969888163691092,0.5625,"[30, 34]","[3840, 4352]","[110, 112]",1.0
2,128,16384,0.8582560122013092,0.8643679916858673,0.9929289613412948,0.03515625,"[1, 1]","[128, 128]","[4, 4]",1.0
4,128,16384,1.612879991531372,1.7254719734191895,0.934747139552371,0.0703125,"[2, 2]","[256, 256]","[8, 7]",1.0
8,128,16384,3.2598880529403687,3.341231942176819,0.9756545218517652,0.140625,"[4, 4]","[512, 512]","[15, 14]",1.0
16,128,16384,6.603327989578247,6.797624111175537,0.9714170541913519,0.28125,"[8, 8]","[1024, 1024]","[30, 27]",1.0
32,128,16384,13.209688186645508,13.024424076080322,1.0142243610529718,0.5625,"[15, 17]","[1920, 2176]","[55, 56]",1.0
64,128,16384,26.225704193115234,26.309312343597412,0.9968221081041472,1.125,"[30, 34]","[3840, 4352]","[110, 112]",1.0
2,128,32768,1.6967999935150146,1.7059680223464966,0.9946259081580723,0.0703125,"[1, 1]","[128, 128]","[4, 4]",1.0
4,128,32768,3.1933599710464478,3.42633593082428,0.9320043438584306,0.140625,"[2, 2]","[256, 256]","[8, 7]",1.0
8,128,32768,6.4236079454422,6.59555196762085,0.973930305905743,0.28125,"[4, 4]","[512, 512]","[15, 14]",1.0
16,128,32768,12.820559978485107,13.42898416519165,0.9546932084197703,0.5625,"[8, 8]","[1024, 1024]","[30, 27]",1.0
32,128,32768,25.637712001800537,25.99729585647583,0.9861684131818763,1.125,"[15, 17]","[1920, 2176]","[55, 56]",1.0
64,128,32768,51.41787147521973,51.903743743896484,0.9906389745010659,2.25,"[30, 34]","[3840, 4352]","[110, 112]",1.0
2,128,65536,3.34552800655365,3.40557599067688,0.9823677450488206,0.140625,"[1, 1]","[128, 128]","[4, 4]",1.0
4,128,65536,6.260800123214722,6.883303999900818,0.9095632160521945,0.28125,"[2, 2]","[256, 256]","[8, 7]",1.0
8,128,65536,12.751952171325684,13.287944078445435,0.9596632929853166,0.5625,"[4, 4]","[512, 512]","[15, 14]",1.0
16,128,65536,25.481200218200684,26.775559902191162,0.9516589125038407,1.125,"[8, 8]","[1024, 1024]","[30, 27]",1.0
32,128,65536,51.22315979003906,51.59727191925049,0.992749381599149,2.25,"[15, 17]","[1920, 2176]","[55, 56]",1.0
64,128,65536,102.04782104492188,103.65583801269531,0.9844869618672467,4.5,"[30, 34]","[3840, 4352]","[110, 112]",1.0
2,128,131072,6.624288082122803,6.782920002937317,0.9766130338046418,0.28125,"[1, 1]","[128, 128]","[4, 4]",1.0
4,128,131072,12.52506399154663,13.63603162765503,0.9185270563720854,0.5625,"[2, 2]","[256, 256]","[8, 7]",1.0
8,128,131072,25.373823165893555,26.656424045562744,0.9518839857335368,1.125,"[4, 4]","[512, 512]","[15, 14]",1.0
16,128,131072,50.85085678100586,53.81812763214111,0.9448648442135109,2.25,"[8, 8]","[1024, 1024]","[30, 27]",1.0
32,128,131072,102.45430374145508,102.24019241333008,1.0020941991898784,4.5,"[15, 17]","[1920, 2176]","[55, 56]",1.0
64,128,131072,204.25519561767578,204.47954940795898,0.9989028057283342,9.0,"[30, 34]","[3840, 4352]","[110, 112]",1.0
2,128,262144,13.39629602432251,13.62559175491333,0.9831716864327645,0.5625,"[1, 1]","[128, 128]","[4, 4]",1.0
4,128,262144,25.151504039764404,27.476655960083008,0.9153771869583951,1.125,"[2, 2]","[256, 256]","[8, 7]",1.0
8,128,262144,50.70779991149902,53.36209678649902,0.9502587597781286,2.25,"[4, 4]","[512, 512]","[15, 14]",1.0
16,128,262144,102.10593795776367,106.93199920654297,0.9548679414526087,4.5,"[8, 8]","[1024, 1024]","[30, 27]",1.0
32,128,262144,205.5679168701172,202.71456146240234,1.0140757298692826,9.0,"[15, 17]","[1920, 2176]","[55, 56]",1.0
64,128,262144,409.2620162963867,405.4845733642578,1.0093158733531782,18.0,"[30, 34]","[3840, 4352]","[110, 112]",1.0
2,128,524288,26.975791931152344,27.353544235229492,0.9861900051843874,1.125,"[1, 1]","[128, 128]","[4, 4]",1.0
4,128,524288,50.6415433883667,55.607768058776855,0.91069188993234,2.25,"[2, 2]","[256, 256]","[8, 7]",1.0
8,128,524288,101.79224014282227,107.02337646484375,0.9511215540490833,4.5,"[4, 4]","[512, 512]","[15, 14]",1.0
16,128,524288,205.28256607055664,214.47547149658203,0.9571377306603944,9.0,"[8, 8]","[1024, 1024]","[30, 27]",1.0
32,128,524288,412.7638397216797,403.95249938964844,1.0218128130048576,18.0,"[15, 17]","[1920, 2176]","[55, 56]",1.0
64,128,524288,831.9677581787109,807.3108520507812,1.0305420224010302,36.0,"[30, 34]","[3840, 4352]","[110, 112]",1.0
2,128,1008576,51.681480407714844,52.622222900390625,0.9821227146854566,2.1641693115234375,"[1, 1]","[128, 128]","[4, 4]",1.0
4,128,1008576,97.41491889953613,107.25307083129883,0.9082716060667635,4.328338623046875,"[2, 2]","[256, 256]","[8, 7]",1.0
8,128,1008576,196.98718643188477,205.84552383422852,0.9569660916723283,8.65667724609375,"[4, 4]","[512, 512]","[15, 14]",1.0
16,128,1008576,396.622314453125,411.5647888183594,0.9636935064145414,17.3133544921875,"[8, 8]","[1024, 1024]","[30, 27]",1.0
32,128,1008576,805.7505493164062,776.52880859375,1.0376312384025714,34.626708984375,"[15, 17]","[1920, 2176]","[55, 56]",1.0
64,128,1008576,1661.2984619140625,1552.2092895507812,1.0702799378264591,69.25341796875,"[30, 34]","[3840, 4352]","[110, 112]",1.0
