seqlen_q,batch_size,seqlen_k,standard_ncu_duration_ns,localized_ncu_duration_ns,standard_l2_hit_rate_pct,localized_l2_hit_rate_pct,localized_minus_standard_l2_hit_rate_pp,standard_l2_count_hit_rate_pct,localized_l2_count_hit_rate_pct,standard_hbm_read_bytes,standard_hbm_write_bytes,localized_hbm_read_bytes,localized_hbm_write_bytes,standard_hbm_total_gb_s,localized_hbm_total_gb_s,localized_to_standard_hbm_bandwidth_ratio,standard_hbm_utilization_pct,localized_hbm_utilization_pct,localized_minus_standard_hbm_utilization_pp,localized_to_standard_hbm_total_bytes_ratio,standard_to_localized_ncu_duration_ratio,standard_replay_passes,localized_replay_passes
1,2,262144,121504.0,117248.0,37.86,47.85,9.990000000000002,38.021637269045435,47.850146585899225,604423424.0,3142656.0,604441600.0,3696128.0,5000.37924677377,5186.76419213974,1.0372741618520684,65.2,67.63,2.4299999999999926,1.0009408820189567,1.0362991266375545,4,4
1,4,262144,218240.0,207808.0,37.36,47.49,10.130000000000003,37.526094390657455,47.49840084257807,1210003712.0,3484928.0,1208757760.0,3731200.0,5560.34017595308,5834.6596858638795,1.0493350228997058,72.49,76.05,3.5600000000000023,0.9991761933593379,1.0502001847859563,4,4
1,8,262144,440256.0,405792.0,37.29,47.27,9.980000000000004,37.38521395155395,47.27389093745184,2418226944.0,4524544.0,2417371136.0,3904256.0,5503.05160633813,5966.78936992351,1.0842692013011963,71.73,77.78,6.049999999999997,0.9993907356956291,1.0849302105512184,4,4
1,16,262144,947744.0,863552.0,37.19,47.15,9.96,37.26202407209642,47.15199998307564,4836026112.0,8418048.0,4834660608.0,3795968.0,5111.553499679239,5602.970725561399,1.0961385273406603,66.63,73.03,6.400000000000006,0.9987640307531174,1.0974949974060624,4,4
1,32,262144,1949824.0,1764480.0,37.18,47.08,9.899999999999999,37.19524573442422,47.08968426864923,9670918912.0,12552192.0,9669058304.0,7212544.0,4966.33086063152,5483.92208922742,1.1042200455670168,64.73,71.48,6.75,0.9992564385309081,1.1050417120058034,4,4
1,64,262144,3954688.0,3585280.0,37.17,47.04,9.869999999999997,37.18484043608765,47.04398657750711,19339793152.0,8057856.0,19338319872.0,6003456.0,4892.38367426204,5395.48468404142,1.1028335149645163,63.77,70.33,6.559999999999995,0.9998176707067601,1.103034630489111,4,4
1,2,524288,231840.0,219328.0,37.31,47.45,10.14,37.46758032704602,47.455281017307726,1209420800.0,3831040.0,1208455168.0,3397632.0,5233.14285714285,5525.299095418731,1.0558280647502503,68.22,72.03,3.8100000000000023,0.9988468676049979,1.0570469798657718,4,4
1,4,524288,438336.0,404800.0,37.3,47.29,9.990000000000002,37.3887361942686,47.28469227072791,2417235712.0,4870144.0,2416840192.0,3902464.0,5525.68316542561,5980.095494071149,1.082236406801029,72.03,77.95,5.920000000000002,0.9994371839708727,1.0828458498023716,4,4
1,8,524288,916192.0,825696.0,37.21,47.16,9.949999999999996,37.2697476634717,47.164795303312516,4835016704.0,10448384.0,4833517824.0,3923200.0,5288.70049945863,5858.622330736739,1.1077621679156249,68.94,76.37,7.430000000000007,0.9983440054041722,1.109599658954385,4,4
1,16,524288,1950848.0,1764128.0,37.19,47.1,9.910000000000004,37.204468225067195,47.10376625918937,9667697920.0,12025856.0,9666980608.0,7133952.0,4961.803162522139,5483.794010411941,1.1052018451341523,64.67,71.48,6.810000000000002,0.9994205190013885,1.1058426599430426,4,4
