batch_size,seqlen_q,seqlen_k,standard_ms,localized_ms,speedup,kv_gib_per_layout,owner_batch_counts,owner_tile_counts,owner_wave_counts,localized_theoretical_active_cluster_fraction
64,128,32768,50.422311782836914,51.43939971923828,0.980227453237154,2.25,"[32, 32]","[4096, 4096]","[111, 111]",1.0
2,128,65536,3.301815986633301,3.352560043334961,0.9848640871317006,0.140625,"[1, 1]","[128, 128]","[4, 4]",1.0
4,128,65536,6.260735988616943,6.3259758949279785,0.9896869815195877,0.28125,"[2, 2]","[256, 256]","[7, 7]",1.0
8,128,65536,12.513311862945557,12.665879964828491,0.9879544017228494,0.5625,"[4, 4]","[512, 512]","[14, 14]",1.0
16,128,65536,25.04799222946167,25.507071495056152,0.9820018826667944,1.125,"[8, 8]","[1024, 1024]","[28, 28]",1.0
32,128,65536,50.106903076171875,51.277567863464355,0.9771700407006513,2.25,"[16, 16]","[2048, 2048]","[56, 56]",1.0
64,128,65536,98.74434661865234,101.12504577636719,0.9764578681825308,4.5,"[32, 32]","[4096, 4096]","[111, 111]",1.0
2,128,131072,6.617200136184692,6.618584036827087,0.999790906841298,0.28125,"[1, 1]","[128, 128]","[4, 4]",1.0
4,128,131072,12.45901608467102,12.599344253540039,0.9888622640952452,0.5625,"[2, 2]","[256, 256]","[7, 7]",1.0
8,128,131072,24.824935913085938,25.23134422302246,0.9838927206436471,1.125,"[4, 4]","[512, 512]","[14, 14]",1.0
16,128,131072,49.93918418884277,50.6370153427124,0.9862189517066381,2.25,"[8, 8]","[1024, 1024]","[28, 28]",1.0
32,128,131072,99.84844779968262,101.10003852844238,0.9876202744630245,4.5,"[16, 16]","[2048, 2048]","[56, 56]",1.0
64,128,131072,199.91286849975586,200.8093490600586,0.9955356632323199,9.0,"[32, 32]","[4096, 4096]","[111, 111]",1.0
2,128,262144,13.173759698867798,13.327455997467041,0.9884676941624527,0.5625,"[1, 1]","[128, 128]","[4, 4]",1.0
4,128,262144,24.692528247833252,24.929200172424316,0.9905062367442955,1.125,"[2, 2]","[256, 256]","[7, 7]",1.0
8,128,262144,49.6463041305542,50.33608818054199,0.9862964311506742,2.25,"[4, 4]","[512, 512]","[14, 14]",1.0
16,128,262144,99.51082420349121,100.15843200683594,0.9935341659172487,4.5,"[8, 8]","[1024, 1024]","[28, 28]",1.0
32,128,262144,199.9956512451172,200.5606918334961,0.997182695256915,9.0,"[16, 16]","[2048, 2048]","[56, 56]",1.0
64,128,262144,399.69525146484375,399.8120422363281,0.9997078858084636,18.0,"[32, 32]","[4096, 4096]","[111, 111]",1.0
2,128,524288,26.370704650878906,26.730671882629395,0.9865335509211645,1.125,"[1, 1]","[128, 128]","[4, 4]",1.0
4,128,524288,49.035264015197754,49.548720359802246,0.9896373439944365,2.25,"[2, 2]","[256, 256]","[7, 7]",1.0
8,128,524288,98.72872161865234,99.98923301696777,0.9873935286802178,4.5,"[4, 4]","[512, 512]","[14, 14]",1.0
16,128,524288,200.05865478515625,200.09064483642578,0.9998401222041357,9.0,"[8, 8]","[1024, 1024]","[28, 28]",1.0
32,128,524288,404.26597595214844,400.1232147216797,1.0103537137512764,18.0,"[16, 16]","[2048, 2048]","[56, 56]",1.0
64,128,524288,815.5928955078125,795.7200927734375,1.0249746147104435,36.0,"[32, 32]","[4096, 4096]","[111, 111]",1.0
2,128,1008576,51.074119567871094,51.86192798614502,0.9848095038332476,2.1641693115234375,"[1, 1]","[128, 128]","[4, 4]",1.0
4,128,1008576,94.93054580688477,96.03783988952637,0.9884702312763871,4.328338623046875,"[2, 2]","[256, 256]","[7, 7]",1.0
8,128,1008576,190.46500778198242,192.07282257080078,0.9916291395768618,8.65667724609375,"[4, 4]","[512, 512]","[14, 14]",1.0
16,128,1008576,385.39852142333984,383.56424713134766,1.0047821826609509,17.3133544921875,"[8, 8]","[1024, 1024]","[28, 28]",1.0
32,128,1008576,782.6132965087891,768.8150939941406,1.0179473616249703,34.626708984375,"[16, 16]","[2048, 2048]","[56, 56]",1.0
64,128,1008576,1585.0895385742188,1529.1195373535156,1.0366027637823343,69.25341796875,"[32, 32]","[4096, 4096]","[111, 111]",1.0
